COMMAND     PID             USER   FD      TYPE             DEVICE   SIZE/OFF                NODE NAME
loginwind   193 vishalendupandey  cwd       DIR                1,4        704                   2 /
loginwind   193 vishalendupandey  txt       REG                1,4    1261360 1152921500312410237 /System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow
loginwind   193 vishalendupandey  txt       REG                1,4      28420             9203200 /Library/Preferences/Logging/.plist-cache.A5TiaRRi
loginwind   193 vishalendupandey  txt       REG                1,4      16371 1152921500312273226 /System/Library/PrivateFrameworks/BatteryUIKit.framework/Versions/A/Resources/BatteryCharging.pdf
loginwind   193 vishalendupandey  txt       REG                1,4       3830 1152921500312014940 /System/Library/Input Methods/TYIM.app/Contents/PlugIns/TYIM_Extension.appex/Contents/Resources/cangjie.tiff
loginwind   193 vishalendupandey  txt       REG                1,4     126864 1152921500312405620 /System/Library/LoginPlugins/DisplayServices.loginPlugin/Contents/MacOS/DisplayServices
loginwind   193 vishalendupandey  txt       REG                1,4      70608 1152921500312405640 /System/Library/LoginPlugins/FSDisconnect.loginPlugin/Contents/MacOS/FSDisconnect
loginwind   193 vishalendupandey  txt       REG                1,4     239648             1283879 /private/var/db/timezone/tz/2019c.1.0/icutz/icutz44l.dat
loginwind   193 vishalendupandey  txt       REG                1,4     149968 1152921500312399739 /usr/lib/libobjc-trampolines.dylib
loginwind   193 vishalendupandey  txt       REG                1,4   28484912 1152921500312401253 /usr/share/icu/icudt64l.dat
loginwind   193 vishalendupandey  txt       REG                1,4    3757752 1152921500312409597 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/SystemAppearance.car
loginwind   193 vishalendupandey  txt       REG                1,4     416504 1152921500312409585 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/VibrantLightAppearance.car
loginwind   193 vishalendupandey  txt       REG                1,4     228344 1152921500312409565 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/FunctionRowAppearance.car
loginwind   193 vishalendupandey  txt       REG                1,4     292400 1152921500312405630 /System/Library/LoginPlugins/BezelServices.loginPlugin/Contents/MacOS/BezelServices
loginwind   193 vishalendupandey  txt       REG                1,4     222920             9393444 /Library/Application Support/CrashReporter/SubmitDiagInfo.domains
loginwind   193 vishalendupandey  txt       REG                1,4      21756 1152921500312273173 /System/Library/PrivateFrameworks/BatteryUIKit.framework/Versions/A/Resources/BatteryChargedAndPlugged.pdf
loginwind   193 vishalendupandey  txt       REG                1,4       4020 1152921500312014932 /System/Library/Input Methods/TYIM.app/Contents/PlugIns/TYIM_Extension.appex/Contents/Resources/sucheng.tiff
loginwind   193 vishalendupandey  txt       REG                1,4      10163 1152921500312273203 /System/Library/PrivateFrameworks/BatteryUIKit.framework/Versions/A/Resources/BatteryLevelCapR-L.pdf
loginwind   193 vishalendupandey  txt       REG                1,4      10164 1152921500312273184 /System/Library/PrivateFrameworks/BatteryUIKit.framework/Versions/A/Resources/BatteryLevelCapR-R.pdf
loginwind   193 vishalendupandey  txt       REG                1,4       9802 1152921500312273204 /System/Library/PrivateFrameworks/BatteryUIKit.framework/Versions/A/Resources/BatteryLevelCapR-M.pdf
loginwind   193 vishalendupandey  txt       REG                1,4       9066 1152921500312104638 /System/Library/Frameworks/AppKit.framework/Versions/C/Resources/Base.lproj/NSTextTouchBarItems.nib
loginwind   193 vishalendupandey  txt       REG                1,4       8532 1152921500312014982 /System/Library/Input Methods/TYIM.app/Contents/PlugIns/TYIM_Extension.appex/Contents/Resources/strokeTC.tiff
loginwind   193 vishalendupandey  txt       REG                1,4    2413992 1152921500312409583 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/DarkAppearance.car
loginwind   193 vishalendupandey  txt       REG                1,4    2169148 1152921500312081976 /System/Library/Fonts/SFNS.ttf
loginwind   193 vishalendupandey  txt       REG                1,4      91936 1152921500312409634 /System/Library/CoreServices/TextInputMenuCore.bundle/Contents/MacOS/TextInputMenuCore
loginwind   193 vishalendupandey  txt       REG                1,4     136100             9203396 /System/Library/Caches/com.apple.IntlDataCache.le.kbdx
loginwind   193 vishalendupandey  txt       REG                1,4       5940 1152921500312016646 /System/Library/Input Methods/AinuIM.app/Contents/Resources/Ainu@2x.pdf
loginwind   193 vishalendupandey  txt       REG                1,4       2388 1152921500312018452 /System/Library/Input Methods/SCIM.app/Contents/PlugIns/SCIM_Extension.appex/Contents/Resources/shuangpinSC.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       8754 1152921500312018444 /System/Library/Input Methods/SCIM.app/Contents/PlugIns/SCIM_Extension.appex/Contents/Resources/pinyin.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       3848 1152921500312018510 /System/Library/Input Methods/SCIM.app/Contents/PlugIns/SCIM_Extension.appex/Contents/Resources/wubixing.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       8416 1152921500312018485 /System/Library/Input Methods/SCIM.app/Contents/PlugIns/SCIM_Extension.appex/Contents/Resources/strokeSC.tiff
loginwind   193 vishalendupandey  txt       REG                1,4      13264 1152921500312273227 /System/Library/PrivateFrameworks/BatteryUIKit.framework/Versions/A/Resources/BatteryEmpty.pdf
loginwind   193 vishalendupandey  txt       REG                1,4      19328              696688 /private/var/folders/dl/mpm99lhd3r56p0x20l5ttzgm0000gn/C/com.apple.scriptmanager2.le.cache
loginwind   193 vishalendupandey  txt       REG                1,4       8110 1152921500312016726 /System/Library/Input Methods/AinuIM.app/Contents/Resources/Ainu.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       8664 1152921500312013678 /System/Library/Input Methods/TCIM.app/Contents/PlugIns/TCIM_Extension.appex/Contents/Resources/zhuyin.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       3830 1152921500312013635 /System/Library/Input Methods/TCIM.app/Contents/PlugIns/TCIM_Extension.appex/Contents/Resources/cangjie.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       8532 1152921500312013677 /System/Library/Input Methods/TCIM.app/Contents/PlugIns/TCIM_Extension.appex/Contents/Resources/strokeTC.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       8754 1152921500312013609 /System/Library/Input Methods/TCIM.app/Contents/PlugIns/TCIM_Extension.appex/Contents/Resources/pinyin.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       2382 1152921500312013634 /System/Library/Input Methods/TCIM.app/Contents/PlugIns/TCIM_Extension.appex/Contents/Resources/shuangpinTC.tiff
loginwind   193 vishalendupandey  txt       REG                1,4    3546456 1152921500312409593 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/DarkAquaAppearance.car
loginwind   193 vishalendupandey  txt       REG                1,4    2353284 1152921500312081922 /System/Library/Fonts/Helvetica.ttc
loginwind   193 vishalendupandey  txt       REG                1,4      50913             9556431 /private/var/db/analyticsd/events.whitelist
loginwind   193 vishalendupandey  txt       REG                1,4      52656 1152921500312481365 /System/Library/Extensions/AppleHDA.kext/Contents/PlugIns/AppleHDAHALPlugIn.bundle/Contents/MacOS/AppleHDAHALPlugIn
loginwind   193 vishalendupandey  txt       REG                1,4    1354416 1152921500312439557 /System/Library/Frameworks/AppKit.framework/Versions/C/Resources/Assets.car
loginwind   193 vishalendupandey  txt       REG                1,4     873256 1152921500312459553 /System/Library/PrivateFrameworks/CoreWLANKit.framework/Versions/A/Resources/Assets.car
loginwind   193 vishalendupandey  txt       REG                1,4    1074864 1152921500312483716 /System/Library/Keyboard Layouts/AppleKeyboardLayouts.bundle/Contents/Resources/AppleKeyboardLayouts-L.dat
loginwind   193 vishalendupandey  txt       REG                1,4    3407440 1152921500312409595 /System/Library/CoreServices/SystemAppearance.bundle/Contents/Resources/Assets.car
loginwind   193 vishalendupandey  txt       REG                1,4       4020 1152921500312013625 /System/Library/Input Methods/TCIM.app/Contents/PlugIns/TCIM_Extension.appex/Contents/Resources/sucheng.tiff
loginwind   193 vishalendupandey  txt       REG                1,4      65536              749638 /private/var/folders/dl/mpm99lhd3r56p0x20l5ttzgm0000gn/C/com.apple.loginwindow/com.apple.metal/3902/libraries.data
loginwind   193 vishalendupandey  txt       REG                1,4      65536              749641 /private/var/folders/dl/mpm99lhd3r56p0x20l5ttzgm0000gn/C/com.apple.loginwindow/com.apple.metal/Intel(R) HD Graphics 630/functions.data
loginwind   193 vishalendupandey  txt       REG                1,4    1080864 1152921500312081942 /System/Library/Fonts/SFCompactText.ttf
loginwind   193 vishalendupandey  txt       REG                1,4       9494 1152921500312013392 /System/Library/Input Methods/HindiIM.app/Contents/PlugIns/HIM_Extension.appex/Contents/Resources/Hindi.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       8066 1152921500312014264 /System/Library/Input Methods/JapaneseIM.app/Contents/PlugIns/JapaneseIM.appex/Contents/Resources/Hiragana.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       7676 1152921500312014338 /System/Library/Input Methods/JapaneseIM.app/Contents/PlugIns/JapaneseIM.appex/Contents/Resources/Katakana.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       7790 1152921500312014313 /System/Library/Input Methods/JapaneseIM.app/Contents/PlugIns/JapaneseIM.appex/Contents/Resources/FullRoman.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       7610 1152921500312014276 /System/Library/Input Methods/JapaneseIM.app/Contents/PlugIns/JapaneseIM.appex/Contents/Resources/HalfKatakana.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       7698 1152921500312014268 /System/Library/Input Methods/JapaneseIM.app/Contents/PlugIns/JapaneseIM.appex/Contents/Resources/Roman.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       7738 1152921500312017358 /System/Library/Input Methods/KoreanIM.app/Contents/PlugIns/KIM_Extension.appex/Contents/Resources/2SetKorean.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       7738 1152921500312017371 /System/Library/Input Methods/KoreanIM.app/Contents/PlugIns/KIM_Extension.appex/Contents/Resources/3SetKorean.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       7742 1152921500312017592 /System/Library/Input Methods/KoreanIM.app/Contents/PlugIns/KIM_Extension.appex/Contents/Resources/390Sebulshik.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       7736 1152921500312017600 /System/Library/Input Methods/KoreanIM.app/Contents/PlugIns/KIM_Extension.appex/Contents/Resources/GJCRomaja.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       7736 1152921500312017610 /System/Library/Input Methods/KoreanIM.app/Contents/PlugIns/KIM_Extension.appex/Contents/Resources/HNCRomaja.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       7808 1152921500312016559 /System/Library/Input Methods/TamilIM.app/Contents/Resources/Anjal.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       7854 1152921500312016595 /System/Library/Input Methods/TamilIM.app/Contents/Resources/Tamil.tiff
loginwind   193 vishalendupandey  txt       REG                1,4       1420 1152921500312017004 /System/Library/Input Methods/VietnameseIM.app/Contents/PlugIns/VIM_Extension.appex/Contents/Resources/VietnameseIM_ST.icns
loginwind   193 vishalendupandey  txt       REG                1,4       1420 1152921500312017033 /System/Library/Input Methods/VietnameseIM.app/Contents/PlugIns/VIM_Extension.appex/Contents/Resources/VietnameseIM_TX.icns
loginwind   193 vishalendupandey  txt       REG                1,4       1420 1152921500312016920 /System/Library/Input Methods/VietnameseIM.app/Contents/PlugIns/VIM_Extension.appex/Contents/Resources/VietnameseIM_VN.icns
loginwind   193 vishalendupandey  txt       REG                1,4       1420 1152921500312016979 /System/Library/Input Methods/VietnameseIM.app/Contents/PlugIns/VIM_Extension.appex/Contents/Resources/VietnameseIM_VQ.icns
loginwind   193 vishalendupandey  txt       REG                1,4      32768             9203253 /private/var/db/mds/messages/se_SecurityMessages
loginwind   193 vishalendupandey  txt       REG                1,4     170592 1152921500312440561 /System/Library/Frameworks/Security.framework/Versions/A/PlugIns/csparser.bundle/Contents/MacOS/csparser
loginwind   193 vishalendupandey  txt       REG                1,4      42208 1152921500312402281 /System/Library/KerberosPlugins/KerberosFrameworkPlugins/AppSSOLocatePlugin_macOS.bundle/Contents/MacOS/AppSSOLocatePlugin_macOS
loginwind   193 vishalendupandey  txt       REG                1,4      46832 1152921500312402263 /System/Library/KerberosPlugins/KerberosFrameworkPlugins/AppSSOConfigPlugin_macOS.bundle/Contents/MacOS/AppSSOConfigPlugin_macOS
loginwind   193 vishalendupandey  txt       REG                1,4      38144 1152921500312402290 /System/Library/KerberosPlugins/KerberosFrameworkPlugins/heimdalodpac.bundle/Contents/MacOS/heimdalodpac
loginwind   193 vishalendupandey  txt       REG                1,4      38256 1152921500312402272 /System/Library/KerberosPlugins/KerberosFrameworkPlugins/Reachability.bundle/Contents/MacOS/Reachability
loginwind   193 vishalendupandey  txt       REG                1,4      38336 1152921500312402254 /System/Library/KerberosPlugins/KerberosFrameworkPlugins/SCKerberosConfig.bundle/Contents/MacOS/SCKerberosConfig
loginwind   193 vishalendupandey  txt       REG                1,4    5210112             9529785 /private/var/folders/dl/mpm99lhd3r56p0x20l5ttzgm0000gn/0/com.apple.LaunchServices.dv/com.apple.LaunchServices-1082-v2.csstore
loginwind   193 vishalendupandey  txt       REG                1,4    1568368 1152921500312399842 /usr/lib/dyld
loginwind   193 vishalendupandey    0r      CHR                3,2        0t0                 310 /dev/null
loginwind   193 vishalendupandey    1u      CHR                3,2        0t0                 310 /dev/null
loginwind   193 vishalendupandey    2u      CHR                3,2    0t43972                 310 /dev/null
loginwind   193 vishalendupandey    3r      REG                1,4     222920             9393444 /Library/Application Support/CrashReporter/SubmitDiagInfo.domains
loginwind   193 vishalendupandey    4r      REG                1,4         77             9200226 /private/etc/security/audit_user
loginwind   193 vishalendupandey    5r      REG                1,4        652             9200225 /private/etc/security/audit_class
loginwind   193 vishalendupandey    6r      REG                1,4        358             9200227 /private/etc/security/audit_control
loginwind   193 vishalendupandey    7u   KQUEUE                                                   count=0, state=0xa
